label,value,standard_error,expression,maximum,minimum,non_negative,vary
input.1,1,None,None,,,False,False
input.0,0,None,None,,,False,False
area.1,1,None,None,,,False,False
area.2,0.7,None,None,,,False,False
area.Bulk,1.35,None,None,,,False,False
rel.r1,1,None,None,,,False,False
scalem.1,1,None,None,,,False,False
ChlratioPSII.I,0.115320374,None,None,0.3,0.1,False,True
FRL410scalem.1,1,None,None,,0,False,False
FRL410scalem.freerod,0,None,None,,0,False,False
scale.DA410DG,7919.743957,None,None,,0,False,False
scale.FRL410DG,3231.504905,None,None,,0,False,True
scale.DA610DG,5253.437118,None,None,,0,False,True
scale.FRL610DG,5651.914475,None,None,,0,False,True
FRL410DGirf.center,436.3357366,None,None,,0,False,False
FRL410DGirf.width,133.9779748,None,None,,0,False,False
FRL610DGirf.center,477.8491181,None,None,,0,False,False
FRL610DGirf.width,107.9598183,None,None,,0,False,False
DA410DGirf.center,418.7379519,None,None,,0,False,False
DA410DGirf.width,135.0259636,None,None,,0,False,False
DA610DGirf.center,555.4603611,None,None,,0,False,False
DA610DGirf.width,104.3961884,None,None,,0,False,False
DA410ratesI.k2,0.00011025,None,None,0.04,0,False,False
DA410ratesII.k2,0.039999766,None,None,0.04,0,False,False
DA610ratesI.k2,0.00011025,None,$DA410ratesI.k2,,0,False,False
DA610ratesII.k2,0.039999766,None,$DA410ratesII.k2,0.04,0,False,False
FRL410ratesI.k2,0.003526312,None,None,0.05,0,False,False
FRL410ratesII.k2,0.026944263,None,None,0.04,0,False,False
FRL610ratesI.k2,0.003526312,None,$FRL410ratesI.k2,,0,False,False
FRL610ratesII.k2,0.026944263,None,$FRL410ratesII.k2,,0,False,False
ratesII.1,0.013963947,None,None,0.015,0.003,False,True
ratesII.2,0.002549582,None,None,0.003413804,0,False,True
ratesII.3,0.000581403,None,None,,0.00014,False,False
ratesI.1,0.014471118,None,None,0.03,0,False,True
ratesI.2,0.002012491,None,None,,0,False,True
ratesI.3,0.000720014,None,None,,0,False,False
kinetic.1,0.004,None,None,0.004,0.002,False,True
kinetic.2,0.091578648,None,None,,,False,False
kinetic.3,0.234251082,None,None,,,False,False
kinetic.out,0.001,None,None,0.001,0.0006,False,True
kinetic.1_1,0.003,None,$kinetic.1 * $scaling.1,,,False,False
kinetic.2_1,0.068683986,None,$kinetic.2 * $scaling.1,,,False,False
kinetic.3_2,0.001,None,None,,,False,False
scaling.1,0.75,None,None,,,False,False
rates.ToAPC660tFromPC650t,0.009878482,None,None,,0,False,True
rates.ToPC650tFromAPC660t,0.0007,None,None,,0,False,False
rates.ToAPC660eFromPC650e,0.007408861,None,$rates.ToAPC660tFromPC650t * $scaling.1,,0,False,False
rates.ToPC650eFromAPC660e,0.0007,None,$rates.ToPC650tFromAPC660t,,0,False,False
input610.APC660t_APC660b,24,None,None,,,False,False
input610.APC660e,18,None,None,,,False,False
input610.APC680,5.377469139,None,None,,0,False,False
input610.PC650,23.69845926,None,None,,0,False,True
input410.APC660t_APC660b,24,None,None,,,False,False
input410.APC660e,18,None,None,,,False,False
input410.APC680,5.377469139,None,None,,0,False,False
input410.PC650,72,None,None,,,False,False
input410.PSI1,5686.532204,None,None,,0,False,True
input410.PSII1,655.7730209,None,$input410.PSI1*$ChlratioPSII.I,,0,False,False
input610.PSI1,35.60994912,None,None,,0,False,True
input610.PSII1,4.106552653,None,$input610.PSI1*$ChlratioPSII.I,,0,False,False
ChlratioPSII.IDG,0.1,None,None,,0,False,False
scale.650,1630.923946,None,None,,0,False,True
scale.660,2508.05301,None,None,,0,False,True
scale.680,2508.05301,None,$scale.660,,0,False,False
FRLinput610.APC660t_APC660b,24,None,None,,,False,False
FRLinput610.APC660e,18,None,None,,,False,False
FRLinput610.APC680,5.377469139,None,None,,0,False,False
FRLinput610.PC650,59.43271474,None,None,,0,False,True
FRLinput410.APC660t_APC660b,24,None,None,,,False,False
FRLinput410.APC660e,18,None,None,,,False,False
FRLinput410.APC680,5.377469139,None,None,,0,False,False
FRLinput410.PC650,72,None,None,,,False,False
FRLinput410.PSI1,3401.882388,None,None,,0,False,True
FRLinput410.PSII1,392.3063495,None,$FRLinput410.PSI1*$ChlratioPSII.I,,0,False,False
FRLinput610.PSI1,70,None,None,70,0,False,True
FRLinput610.PSII1,6.594714198,None,None,,0,False,False
scale.PSII1,1309.315965,None,None,,0,False,True
scale.PSII3,5802.356864,None,None,,0,False,True
scale.DA410,3403.626122,None,None,,0,False,False
scale.FRL410,5053.725196,None,None,,0,False,True
scale.DA610,8570.30001,None,None,,0,False,True
scale.FRL610,5773.31324,None,None,,0,False,True
FRL410irf.center,408.5362167,None,None,,0,False,False
FRL410irf.width,105.8805423,None,None,,0,False,False
FRL610irf.center,375.4005729,None,None,,0,False,False
FRL610irf.width,108.4746039,None,None,,0,False,False
DA410irf.center,447.9190901,None,None,,0,False,False
DA410irf.width,107.744609,None,None,,0,False,False
DA610irf.center,471.576103,None,None,,0,False,False
DA610irf.width,130.7040016,None,None,,0,False,False
DA410DGratesI.k2,0.007112745,None,None,0.05,0,False,False
DA410DGratesII.k2,0.039999994,None,None,0.05,0,False,False
DA610DGratesI.k2,0.007112745,None,$DA410DGratesI.k2,,0,False,False
DA610DGratesII.k2,0.039999994,None,$DA410DGratesII.k2,,0,False,False
FRL410DGratesI.k2,4.49E-05,None,None,0.05,0,False,False
FRL410DGratesII.k2,0.011749446,None,None,0.04,0,False,False
FRL610DGratesI.k2,4.49E-05,None,$FRL410DGratesI.k2,,0,False,False
FRL610DGratesII.k2,0.011749446,None,$FRL410DGratesII.k2,,0,False,False
FRLinput410DG.PSI1,1915.217544,None,None,,0,False,True
FRLinput410DG.PSII1,191.5217544,None,$FRLinput410DG.PSI1*$ChlratioPSII.IDG,,0,False,False
FRLinput610DG.PSI1,5,None,None,,5,False,True
FRLinput610DG.PSII1,0.5,None,$FRLinput610DG.PSI1*$ChlratioPSII.IDG,,0,False,False
input410DG.PSI1,2673.885973,None,None,,0,False,True
input410DG.PSII1,267.3885973,None,$input410DG.PSI1*$ChlratioPSII.IDG,,0,False,False
input610DG.PSI1,3.985421509,None,None,,0,False,True
input610DG.PSII1,0.398542151,None,$input610DG.PSI1*$ChlratioPSII.IDG,,0,False,False
scale.PSII2,642.7813609,None,None,,0,False,True
ratesI.anni,0.000613477,None,None,,0,False,False
scalem.FRL410anni,77.0303571,None,None,,0,False,False
ratesIIFRL.1,0.015,None,None,0.015,0.003,False,True
ratesIIFRL.2,0.00207177,None,None,0.003413804,0,False,True
ratesIIFRL.3,0.000585851,None,None,,0.00014,False,False
scalem.DA610,0,None,None,,0,False,False
scalem.FRL610,0,None,None,,0,False,False
scalem.slowDA410,199820699.4,None,None,,0,False,False
scalem.slowDA610,199820699.4,None,$scalem.slowDA410,,0,False,False
scalem.slowFRL410,23804.18331,None,None,,0,False,False
scalem.slowFRL610,23804.18331,None,$scalem.slowFRL410,,0,False,False
scalem.slowDA410DG,2057993487,None,None,,0,False,False
scalem.slowDA610DG,2057993487,None,$scalem.slowDA410DG,,0,False,False
scalem.slowFRL410DG,2409332914,None,None,,0,False,False
scalem.slowFRL610DG,2409332914,None,$scalem.slowFRL410DG,,0,False,False
DA410rateslowI.k2,0.0196644,None,None,0.04,0,False,True
DA410rateslowII.k2,0.029682624,None,None,0.04,0,False,True
DA610rateslowI.k2,0.0196644,None,$DA410rateslowI.k2,,0,False,False
DA610rateslowII.k2,0.029682624,None,$DA410rateslowII.k2,0.04,0,False,False
FRL410rateslowI.k2,0.011755731,None,None,0.05,0,False,True
FRL410rateslowII.k2,0.029682624,None,$DA410rateslowII.k2,0.04,0,False,False
FRL610rateslowI.k2,0.011755731,None,$FRL410rateslowI.k2,,0,False,False
FRL610rateslowII.k2,0.029682624,None,$FRL410rateslowII.k2,,0,False,False
DA410DGrateslowI.k2,0.048267299,None,None,0.05,0,False,True
DA410DGrateslowII.k2,0.05,None,None,0.05,0,False,True
DA610DGrateslowI.k2,0.048267299,None,$DA410DGrateslowI.k2,,0,False,False
DA610DGrateslowII.k2,0.05,None,$DA410DGrateslowII.k2,,0,False,False
FRL410DGrateslowI.k2,0.02903465,None,None,0.05,0,False,True
FRL410DGrateslowII.k2,0.05,None,$DA410DGrateslowII.k2,0.05,0,False,False
FRL610DGrateslowI.k2,0.02903465,None,$FRL410DGrateslowI.k2,,0,False,False
FRL610DGrateslowII.k2,0.05,None,$FRL410DGrateslowII.k2,,0,False,False
scalem.slowFRL410anni,0,None,None,,0,False,False
scalem.0,0,None,None,,,False,False
frac.so,0,None,None,0.5,0,False,False
ratesII.1so,0,None,None,0.015,0,False,False
ratesII.2so,0,None,None,0.003413804,0,False,False
ratesIIFRL.1so,0,None,None,0.015,0,False,False
ratesIIFRL.2so,0,None,None,0.003413804,0,False,False
scale.PSI3,4307.882359,None,None,,0,False,False
