label,value,standard_error,expression,maximum,minimum,non_negative,vary
FRL610DGratesII.k2,0.011749446,None,$FRL410DGratesII.k2,,0.0,False,False
FRLinput410DG.PSI1,1915.2175442672005,47.56364185965468,None,,0.0,False,True
FRLinput410DG.PSII1,191.52175442672007,None,$FRLinput410DG.PSI1*$ChlratioPSII.IDG,,0.0,False,False
FRLinput610DG.PSI1,5.000000000023459,0.46131768411407725,None,,5.0,False,True
FRLinput610DG.PSII1,0.5000000000023459,None,$FRLinput610DG.PSI1*$ChlratioPSII.IDG,,0.0,False,False
input410DG.PSI1,2673.8859727054555,66.97567101576077,None,,0.0,False,True
input410DG.PSII1,267.3885972705456,None,$input410DG.PSI1*$ChlratioPSII.IDG,,0.0,False,False
input610DG.PSI1,3.985421508922848,0.3647835709851788,None,,0.0,False,True
input610DG.PSII1,0.39854215089228484,None,$input610DG.PSI1*$ChlratioPSII.IDG,,0.0,False,False
scale.PSII2,642.7813608638311,5.7722551380426195,None,,0.0,False,True
ratesI.anni,0.000613477,None,None,,0.0,False,False
scalem.FRL410anni,77.0303571,None,None,,0.0,False,False
ratesIIFRL.1,0.014999999999999998,0.000235306339293416,None,0.015,0.003,False,True
ratesIIFRL.2,0.0020717697735224685,7.403745089719205e-06,None,0.003413804,0.0,False,True
ratesIIFRL.3,0.000585851,None,None,,0.00014,False,False
scalem.DA610,0.0,None,None,,0.0,False,False
scalem.FRL610,0.0,None,None,,0.0,False,False
scalem.slowDA410,199820699.37818265,6.821898171142792e-09,None,,0.0,False,True
scalem.slowDA610,199820699.37818265,None,$scalem.slowDA410,,0.0,False,False
scalem.slowFRL410,23804.18331144983,1.0524191642685888e-06,None,,0.0,False,True
scalem.slowFRL610,23804.18331144983,None,$scalem.slowFRL410,,0.0,False,False
scalem.slowDA410DG,2057993487.3436399,6.58187688914054e-10,None,,0.0,False,True
scalem.slowDA610DG,2057993487.3436399,None,$scalem.slowDA410DG,,0.0,False,False
scalem.slowFRL410DG,2409332914.1512156,5.275720754761738e-10,None,,0.0,False,True
scalem.slowFRL610DG,2409332914.1512156,None,$scalem.slowFRL410DG,,0.0,False,False
DA410rateslowI.k2,0.019664399510410407,0.00031628567518045405,None,0.04,0.0,False,True
DA410rateslowII.k2,0.029682623679428647,0.0004271524012754899,None,0.04,0.0,False,True
DA610rateslowI.k2,0.019664399510410407,None,$DA410rateslowI.k2,,0.0,False,False
DA610rateslowII.k2,0.029682623679428647,None,$DA410rateslowII.k2,0.04,0.0,False,False
FRL410rateslowI.k2,0.011755731078474024,0.00020738381241213561,None,0.05,0.0,False,True
FRL410rateslowII.k2,0.029682623679428647,None,$DA410rateslowII.k2,0.04,0.0,False,False
FRL610rateslowI.k2,0.011755731078474024,None,$FRL410rateslowI.k2,,0.0,False,False
FRL610rateslowII.k2,0.029682623679428647,None,$FRL410rateslowII.k2,,0.0,False,False
DA410DGrateslowI.k2,0.04826729892430542,0.0008647011847571372,None,0.05,0.0,False,True
DA410DGrateslowII.k2,0.049999999999999996,0.0008745353646712302,None,0.05,0.0,False,True
DA610DGrateslowI.k2,0.04826729892430542,None,$DA410DGrateslowI.k2,,0.0,False,False
DA610DGrateslowII.k2,0.049999999999999996,None,$DA410DGrateslowII.k2,,0.0,False,False
FRL410DGrateslowI.k2,0.029034649735120193,0.0005258466097052458,None,0.05,0.0,False,True
FRL410DGrateslowII.k2,0.049999999999999996,None,$DA410DGrateslowII.k2,0.05,0.0,False,False
FRL610DGrateslowI.k2,0.029034649735120193,None,$FRL410DGrateslowI.k2,,0.0,False,False
FRL610DGrateslowII.k2,0.049999999999999996,None,$FRL410DGrateslowII.k2,,0.0,False,False
scalem.slowFRL410anni,0.0,None,None,,0.0,False,False
scalem.0,0.0,None,None,,,False,False
frac.so,0.0,None,None,0.5,0.0,False,False
ratesII.1so,0.0,None,None,0.015,0.0,False,False
ratesII.2so,0.0,None,None,0.003413804,0.0,False,False
ratesIIFRL.1so,0.0,None,None,0.015,0.0,False,False
ratesIIFRL.2so,0.0,None,None,0.003413804,0.0,False,False
scale.PSI3,4307.882359,None,None,,0.0,False,False
